player_id,name,club,position,price,status,xmins,xpts_gw1,xpts_gw2,xpts_gw3,xpts_gw4,xpts_gw5,xpts_gw6,xpts_gw7,xpts_gw8
2732,Tonio Teklić,Widzew Łódź,MID,1.7,ok,20.0,4.5,3.4,3.0,4.2,3.6,3.6,4.5,2.9
1039,Wiktor Biedrzycki,Wisła Kraków,DEF,1.7,ok,45.0,5.0,2.3,5.3,2.2,2.5,5.3,2.3,4.8
2295,Daniel Bąk,Korona Kielce,FWD,0.7,ok,20.0,3.0,4.2,3.9,3.1,4.3,3.4,4.3,3.5
2367,Wojciech Mońka,Lech Poznań,DEF,2.1,ok,85.0,4.5,3.5,4.4,3.2,4.3,2.6,4.3,2.7
1471,Kamil Lukoszek,Górnik Zabrze,MID,1.7,ok,45.0,4.6,3.1,3.3,4.7,2.8,4.3,3.0,3.7
1998,Olaf Kobacki,Wisła Płock,MID,1.8,ok,20.0,3.0,4.2,3.3,3.6,3.3,4.3,3.5,4.3
1725,Mehir Emreli,Raków Częstochowa,FWD,2.3,ok,20.0,4.0,3.4,4.2,3.0,4.1,3.9,2.6,4.2
2163,Marcel Pięczek,Korona Kielce,DEF,1.8,ok,85.0,2.2,4.7,4.1,2.3,4.9,2.9,5.0,3.2
2918,Terry Yegbe,Lech Poznań,DEF,2.1,ok,85.0,4.5,3.4,4.3,3.2,4.3,2.6,4.3,2.7
1853,Bogdan Racovițan,Raków Częstochowa,DEF,2.0,ok,85.0,4.5,2.8,4.9,2.1,4.6,4.1,1.5,4.8
2668,Tamar Svetlin,Korona Kielce,MID,1.8,ok,85.0,2.9,4.2,3.8,3.0,4.3,3.3,4.3,3.4
2784,Benjamin Mendy,Pogoń Szczecin,DEF,1.7,ok,85.0,3.9,2.3,4.7,2.1,4.8,2.7,4.4,4.3
2728,Juande Rivas,Piast Gliwice,DEF,1.8,ok,85.0,2.9,5.1,1.8,4.6,4.2,3.0,4.4,3.1
1192,Erik Janža,Górnik Zabrze,DEF,2.2,ok,85.0,5.5,2.4,2.9,5.6,1.9,4.8,2.3,3.7
2755,Romário Baró,Radomiak Radom,MID,1.7,ok,85.0,4.1,3.0,4.2,2.7,4.3,4.0,2.9,3.9
2794,Lukáš Sadílek,Górnik Zabrze,MID,2.0,ok,85.0,4.5,3.0,3.3,4.6,2.8,4.2,3.0,3.6
