id,name,team,position,price,overall_status,description,expectedEndDate,return_gameweek,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,total_Pts
2961,Nikodem Całko,Raków Częstochowa,DEF,0.7,NES,,,,3.9,2.4,4.2,1.8,4,3.5,1.3,4.2,25.3
2932,Tarik Karić,Raków Częstochowa,GKP,1.8,NES,,,,3.9,2.4,4.2,1.8,4,3.5,1.3,4.2,25.3
2843,Wiktor Żołneczko,Raków Częstochowa,GKP,0.7,NES,,,,3.9,2.4,4.2,1.8,4,3.5,1.3,4.2,25.3
2125,Gleb Kuczko,Wisła Płock,MID,0.9,NES,,,,2.7,3.5,2.9,3.1,2.9,3.6,3,3.6,25.3
2508,Mateusz Dziewiatowski,Zagłębie Lubin,MID,1.4,NES,,,,3.5,2.5,2.5,3.8,2.9,3.6,3,3.5,25.3
2781,Žan Rogelj,Wisła Płock,DEF,1.8,EXP,,,,2,4,2.5,3.1,2.5,4.2,2.7,4.2,25.2
2807,Kellyn Acosta,Pogoń Szczecin,MID,1.8,MAY,,,,3.2,2.7,3.5,2.6,3.6,2.8,3.4,3.4,25.2
2391,Miki Villar,Wieczysta Kraków,MID,1.7,EXP,,,,3.2,3,3,3,2.9,3,3.9,3.1,25.1
692,Zoran Arsenić,Legia Warszawa,DEF,1.8,NES,,,,2.1,4.4,2,4.4,2,4.3,2.2,3.7,25.1
722,Karol Angielski,Pogoń Szczecin,FWD,1.8,MAY,,,,3.2,2.7,3.5,2.6,3.5,2.8,3.4,3.4,25.1
681,Michał Nalepa,Zagłębie Lubin,DEF,1.7,EXP,,,,3.9,1.6,1.6,4.6,2.4,4.2,2.7,4,25
563,Marcin Wasielewski,GKS Katowice,DEF,2,EXP,,,,2.3,4.6,4.1,2.6,4.2,2.2,2.3,2.6,24.9
2815,Guilherme Montóia,Jagiellonia Białystok,DEF,1.8,EXP,,,,4.1,2.5,3.9,4.2,1.6,1.8,4.5,2.3,24.9
2901,Tobias Christensen,Wieczysta Kraków,MID,1.8,EXP,,,,3.2,3,3,2.9,2.9,3,3.8,3.1,24.9
2821,Attila Szalai,Pogoń Szczecin,DEF,1.9,EXP,,,,3.3,2,4,1.8,4.1,2.3,3.7,3.7,24.9
1922,Dominik Piła,Cracovia,DEF,1.7,EXP,,,,1.4,3.9,2.7,3.6,4,2.5,4.1,2.5,24.7
2500,Cezary Polak,Jagiellonia Białystok,DEF,1.6,NES,,,,4,2.5,3.9,4.1,1.5,1.8,4.5,2.3,24.6
2541,Leon Flach,Jagiellonia Białystok,MID,1.8,EXP,,,,3.4,2.9,3.4,3.5,2.4,2.6,3.6,2.8,24.6
2662,Yūki Kobayashi,Jagiellonia Białystok,DEF,1.7,EXP,,,,4,2.5,3.9,4.1,1.5,1.8,4.5,2.3,24.6
2351,Szymon Karasiński,Zagłębie Lubin,MID,0.7,NES,,,,3.4,2.5,2.4,3.7,2.8,3.5,2.9,3.4,24.6
1578,Jan Biegański,Pogoń Szczecin,MID,1.7,EXP,,,,3.1,2.6,3.4,2.6,3.4,2.7,3.3,3.3,24.4
1682,Miłosz Kozak,Śląsk Wrocław,MID,1.7,NES,,,,2.8,3.3,3.4,2.9,3.3,2.6,2.7,3.4,24.4
2805,Otto Hindrich,Legia Warszawa,GKP,1.9,EXP,,,,2.1,4.3,1.9,4.2,1.9,4.1,2.2,3.6,24.3
2902,Lucas Piazón,Wieczysta Kraków,MID,1.7,EXP,,,,3.1,2.9,2.9,2.9,2.9,2.9,3.7,3,24.3
2919,Robert Deziel,Legia Warszawa,DEF,1.7,NES,,,,2.1,4.2,1.9,4.2,1.9,4.1,2.2,3.6,24.2
2676,Emmanuel Twumasi,Piast Gliwice,DEF,1.7,MAY,,,,2.4,4.3,1.5,3.9,3.5,2.4,3.6,2.6,24.2
813,Mateusz Żyro,Widzew Łódź,DEF,1.7,MAY,,,,4.3,2.6,1.9,3.8,2.7,2.8,4.4,1.7,24.2
2690,Ricardo Visus,Widzew Łódź,DEF,1.7,NES,,,,4.3,2.6,1.9,3.8,2.7,2.8,4.4,1.7,24.2
2763,Brahim Traoré,Cracovia,DEF,1.7,EXP,,,,1.4,3.8,2.6,3.6,3.9,2.4,4.1,2.4,24.2
2571,Gustaw Henriksson,Cracovia,DEF,1.7,EXP,,,,1.4,3.8,2.6,3.6,3.9,2.4,4.1,2.4,24.2
166,Rafał Janicki,Górnik Zabrze,DEF,2,EXP,,,,4.6,2,2.4,4.7,1.6,4,1.9,3,24.2
2090,Chrístos Dónis,Radomiak Radom,MID,1.6,EXP,,,,3.3,2.6,3.4,2.4,3.5,3.2,2.5,3.2,24.1
2689,Lindon Selahi,Widzew Łódź,MID,1.8,MAY,,,,3.5,2.9,2.6,3.3,2.9,2.9,3.5,2.5,24.1
2945,Rodrigo Conceicao,Jagiellonia Białystok,DEF,2,NES,,,,3.9,2.5,3.8,4,1.5,1.8,4.4,2.2,24.1
244,Radosław Murawski,Lech Poznań,MID,1.7,EXP,,,,3.2,3,3.2,2.9,3.2,2.7,3.2,2.7,24.1
1005,Karol Fila,Wieczysta Kraków,DEF,1.7,EXP,,,,3.1,2.9,2.7,2.6,2.5,2.7,4.7,2.9,24.1
2652,Krystian Pomorski,Wisła Płock,MID,1.7,EXP,,,,2.6,3.3,2.8,2.9,2.8,3.4,2.9,3.4,24.1
2703,Ibrahima Camará,Radomiak Radom,MID,1.7,MAY,,,,3.3,2.6,3.4,2.4,3.5,3.2,2.5,3.1,24
2748,Jesse Bosch,GKS Katowice,MID,1.7,NES,,,,2.7,3.5,3.4,2.8,3.4,2.7,2.7,2.8,24
964,Sebastian Milewski,GKS Katowice,MID,1.8,EXP,,,,2.7,3.5,3.4,2.8,3.4,2.7,2.7,2.8,24
2472,Bartłomiej Smolarczyk,Korona Kielce,DEF,1.7,MAY,,,,1.8,3.9,3.3,1.9,4,2.4,4.1,2.6,24
2458,Hubert Zwoźny,Korona Kielce,DEF,1.7,EXP,,,,1.8,3.9,3.3,1.9,4,2.4,4.1,2.6,24
1455,Aleks Ławniczak,Zagłębie Lubin,DEF,1.7,MAY,,,,3.8,1.5,1.5,4.4,2.3,4,2.6,3.9,24
2059,Jakub Kolan,Zagłębie Lubin,MID,1.7,NES,,,,3.2,2.4,2.4,3.5,2.8,3.4,2.9,3.3,23.9
2769,Bogdan Mirčetić,Raków Częstochowa,MID,1.8,NES,,,,3.2,2.7,3.4,2.5,3.3,3.1,2.3,3.3,23.8
2661,Bernardo Vital,Jagiellonia Białystok,DEF,1.9,EXP,,,,3.9,2.4,3.8,4,1.5,1.7,4.3,2.2,23.8
2810,Carlos Isaac,Widzew Łódź,DEF,1.8,NES,,,,4.2,2.5,1.9,3.7,2.7,2.8,4.3,1.7,23.8
2940,Mario García,Widzew Łódź,DEF,1.9,NES,,,,4.2,2.5,1.9,3.7,2.7,2.8,4.3,1.7,23.8
2811,Abraham Ojo,Raków Częstochowa,MID,1.8,NES,,,,3.2,2.7,3.3,2.5,3.3,3.1,2.3,3.3,23.7
118,Michał Mokrzycki,Śląsk Wrocław,MID,1.6,EXP,,,,2.7,3.2,3.3,2.9,3.2,2.5,2.6,3.3,23.7
256,Jakub Czerwiński,Piast Gliwice,DEF,1.7,MAY,,,,2.4,4.2,1.5,3.8,3.4,2.4,3.5,2.5,23.7
2886,Eniss Shabani,Śląsk Wrocław,MID,1.9,NES,,,,2.7,3.2,3.3,2.8,3.2,2.5,2.6,3.3,23.6
432,Grzegorz Tomasiewicz,Śląsk Wrocław,MID,1.7,MAY,,,,2.7,3.2,3.3,2.8,3.2,2.5,2.6,3.3,23.6
1900,Władysław Koczerhin,Raków Częstochowa,MID,2,MAY,,,,3.2,2.7,3.3,2.5,3.2,3,2.3,3.3,23.5
992,Przemysław Wiśniewski,Widzew Łódź,DEF,2,EXP,,,,4.2,2.5,1.9,3.7,2.6,2.7,4.2,1.7,23.5
2867,Mariusz Kutwa,Wisła Kraków,DEF,1.5,EXP,,,,3.9,1.8,4.2,1.8,2,4.1,1.8,3.7,23.3
1598,Mateusz Łęgowski,Motor Lublin,MID,1.9,EXP,,,,2.6,3.2,2.7,3.3,2.6,3.3,3.2,2.4,23.3
2353,Mikkel Maigaard,Wieczysta Kraków,MID,2,EXP,,,,3,2.8,2.8,2.8,2.7,2.8,3.5,2.9,23.3
2058,Filip Kocaba,Zagłębie Lubin,MID,1.7,EXP,,,,3.1,2.4,2.4,3.4,2.7,3.2,2.8,3.2,23.2
2491,Maciej Wojciechowski,Pogoń Szczecin,MID,0.7,NES,,,,2.9,2.5,3.2,2.5,3.2,2.6,3.1,3.1,23.1
2104,Michal Sáček,Górnik Zabrze,DEF,1.8,EXP,,,,4.4,1.9,2.3,4.5,1.5,3.8,1.8,2.9,23.1
2189,Adrián Diéguez,Radomiak Radom,DEF,1.8,EXP,,,,3.6,1.8,3.8,1.4,4,3.5,1.7,3.3,23.1
2744,Stélios Andréou,Widzew Łódź,DEF,1.7,EXP,,,,4.1,2.4,1.8,3.6,2.6,2.7,4.2,1.6,23
2098,Olivier Sukiennicki,Wisła Kraków,MID,1.5,NES,,,,3.2,2.5,3.3,2.5,2.6,3.3,2.5,3.1,23
2553,Aleksander Wyganowski,Legia Warszawa,MID,0.7,NES,,,,2.5,3.3,2.5,3.3,2.5,3.2,2.6,3,22.9
2962,Erik Mikanowicz,Legia Warszawa,MID,0.7,NES,,,,2.5,3.3,2.5,3.3,2.5,3.2,2.6,3,22.9
2959,Filip Przybyłko,Legia Warszawa,MID,0.7,NES,,,,2.5,3.3,2.5,3.3,2.5,3.2,2.6,3,22.9
2749,Henrique Arreiol,Legia Warszawa,MID,1.7,EXP,,,,2.5,3.3,2.5,3.3,2.5,3.2,2.6,3,22.9
2798,Samuel Kováčik,Legia Warszawa,MID,1.3,NES,,,,2.5,3.3,2.5,3.3,2.5,3.2,2.6,3,22.9
2681,Jérémy Blasco,Radomiak Radom,DEF,1.7,NES,,,,3.6,1.8,3.7,1.4,4,3.4,1.7,3.3,22.9
308,Kamil Dankowski,Wieczysta Kraków,DEF,1.6,MAY,,,,3,2.7,2.5,2.5,2.4,2.5,4.5,2.7,22.8
2809,Simon Gustafson,Korona Kielce,MID,1.8,MAY,,,,2.5,3.1,2.9,2.5,3.2,2.7,3.2,2.7,22.8
2851,Marius Olsen,GKS Katowice,DEF,1.7,EXP,,,,2.1,4.2,3.8,2.4,3.8,2,2.1,2.3,22.7
2865,Maxence Maisonneuve,Wisła Kraków,DEF,1.7,NES,,,,3.8,1.8,4.1,1.7,1.9,4,1.8,3.6,22.7
1386,Ariel Mosór,Korona Kielce,DEF,1.8,NES,,,,1.7,3.6,3.1,1.8,3.8,2.3,3.9,2.4,22.6
1400,Xavier Dziekoński,Korona Kielce,GKP,2,EXP,,,,1.8,3.5,3.1,1.9,3.7,2.3,3.8,2.4,22.5
2688,Dion Gallapeni,Wisła Płock,DEF,1.8,EXP,,,,1.8,3.6,2.3,2.7,2.3,3.7,2.4,3.7,22.5
1280,Damian Michalski,Zagłębie Lubin,DEF,1.8,EXP,,,,3.5,1.4,1.4,4.1,2.2,3.8,2.4,3.6,22.4
2160,Roman Jakuba,Zagłębie Lubin,DEF,1.7,MAY,,,,3.5,1.4,1.4,4.1,2.2,3.8,2.4,3.6,22.4
