ekstraklasa_id,player_id,web_name,player_name,pos,price,team_name,appearances,minutes_played,goals,xg,assists,xa,xGI,xGI_per_90,key_passes,shots_total,shots_on_target
1922,990074.0,Pila,Dominik Piła,DEF,1.7,Cracovia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,1009284.0,Kobylak,Gabriel Kobylak,GKP,1.7,GKS Katowice,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,1382908.0,Alves,Roberto Alves,MID,1.8,Radomiak,1.0,89.0,1.0,0.54,0.0,0.09,0.63,0.64,1.0,2.0,1.0
1928,793267.0,Svarnas,Stratos Svarnas,DEF,2.1,Rakow,1.0,24.0,0.0,0.0,0.0,0.08,0.08,0.3,2.0,0.0,0.0
1931,,Kapuadi,Steve Kapuadi,DEF,1.8,Widzew Lodz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,971523.0,Shehu,Juljan Shehu,MID,2.0,Widzew Lodz,1.0,90.0,0.0,0.0,0.0,0.05,0.05,0.05,3.0,0.0,0.0
1948,,Ravas,Henrich Ravas,GKP,1.7,Cracovia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,914771.0,Sanchez,Jordi Sánchez,FWD,1.8,Wisla Krakow,1.0,67.0,1.0,0.95,0.0,0.03,0.98,1.32,0.0,2.0,1.0
1990,158085.0,Hiszpanski,Fabian Hiszpański,MID,1.7,Wisla Plock,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,,Strzebonski,Miłosz Strzeboński,MID,1.4,Korona Kielce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,1016016.0,Kobacki,Olaf Kobacki,MID,1.8,Wisla Plock,1.0,45.0,0.0,0.02,0.0,0.13,0.15,0.3,0.0,1.0,0.0
2000,803701.0,Semedo,Lisandro Semedo,MID,1.8,Wieczysta,1.0,68.0,0.0,0.05,0.0,0.05,0.1,0.13,1.0,1.0,0.0
2002,1066687.0,Borges,Léo Borges,DEF,1.7,Pogon Szczecin,1.0,90.0,0.0,0.01,0.0,0.14,0.15,0.15,1.0,1.0,0.0
2007,,Matys,Michał Matys,GKP,0.7,Zaglebie Lubin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
